9.472781181,12,8.612685204,2,86,1,1,1,1,0,1,0,0,0,0,0,0,0,1,13000.99512,5501
9.30574131,12,7.650168896,1,86,1,1,0,0,0,1,1,36,1,0,0,0,1,0,11000.99805,2101.000488
9.68040657,13,8.612685204,8,88,1,1,1,0,0,1,1,48,1,0,0,0,1,0,16001.00098,5501
8.779711723,17,8.556606293,3,123,1,1,0,0,1,0,0,0,0,0,0,0,0,1,6501.00293,5201.000488
9.798182487,14,8.881975174,0,107,1,1,1,0,0,0,0,0,0,0,0,0,0,1,18000.99805,7201
9.392745018,17,8.909370422,1,92,1,1,0,0,0,1,0,0,0,0,0,0,0,1,12000.99707,7401
9.878220558,15,9.03610611,2,96,1,1,0,0,0,1,1,47,1,0,0,0,1,0,19500.99023,8401.000977
8.699681282,13,6.803505421,1,97,0,1,1,0,0,1,1,36,0,1,0,0,2,0,6000.999512,901.0001221
10.5187006,17,8.294300079,4,121,1,1,1,0,0,1,0,0,0,0,0,0,0,1,37001.01563,4001.001953
9.770012856,17,8.732465744,1,133,1,1,1,0,0,1,1,27,0,1,0,0,2,0,17500.99219,6200.999512
9.75272274,14,8.612685204,0,85,1,1,1,0,0,1,1,6,1,0,0,0,1,0,17200.99805,5501
9.472781181,13,8.517393112,0,99,1,1,1,0,0,1,0,0,0,0,0,0,0,1,13000.99512,5000.999512
9.30574131,12,8.949105263,4,81,1,1,1,1,0,1,0,0,0,0,0,0,0,1,11000.99805,7700.998535
9.741027832,16,8.936035156,0,121,1,1,0,0,0,1,1,25,1,0,0,0,1,0,17001.00586,7601.000488
9.30574131,12,7.170888424,1,77,0,1,1,1,0,1,1,48,1,0,0,0,1,0,11000.99805,1300.999878
10.23999596,17,9.047939301,1,111,1,1,1,0,0,1,0,0,0,0,0,0,0,1,28001.01367,8501.001953
9.581973076,19,8.716207504,3,121,1,1,1,0,0,1,1,36,0,0,0,1,4,0,14501.00293,6100.99707
9.472781181,13,8.366602898,1,125,1,1,1,0,0,1,0,0,0,0,0,0,0,1,13000.99512,4301.000488
8.556606293,12,8.455530167,1,94,1,1,1,0,0,1,1,7,0,0,1,0,3,0,5201.000488,4700.998047
9.433564186,12,8.476579666,1,86,1,1,1,0,0,1,0,0,0,0,0,0,0,1,12501.00293,4801.000977
10.043293,14,8.665785789,3,92,1,1,1,1,0,1,1,52,0,0,1,0,3,0,23001,5801.000977
9.546883583,13,8.867990494,1,123,1,1,0,1,0,1,1,36,0,1,0,0,2,0,14000.99414,7100.99707
9.278092384,12,9.179984093,0,87,1,1,0,1,0,1,0,0,0,0,0,0,0,1,10700.99902,9700.998047
9.392745018,13,6.685861111,1,98,1,1,0,0,0,1,0,0,0,0,0,0,0,1,12000.99707,801.0001221
9.392745018,12,8.824825287,2,102,1,1,1,0,0,0,0,0,0,0,0,0,0,1,12000.99707,6801.002441
9.190239906,12,8.824825287,0,96,1,1,1,0,0,0,1,6,1,0,0,0,1,0,9801.001953,6801.002441
10.30898571,19,9.071193695,1,115,1,1,1,0,1,0,0,0,0,0,0,0,0,1,30000.99219,8701.003906
7.824445724,13,8.987321854,3,98,1,1,1,0,0,1,1,48,0,0,1,0,3,0,2500.999512,8001.000488
9.30574131,17,8.867990494,0,109,1,1,0,0,0,1,1,21,0,1,0,0,2,0,11000.99805,7100.99707
9.66147995,12,8.732465744,0,88,1,1,0,1,0,1,1,24,1,0,0,0,1,0,15701.00391,6200.999512
8.987321854,12,9.127067566,3,88,1,1,1,1,0,1,1,21,1,0,0,0,1,0,8001.000488,9201.000977
9.532496452,14,9.0939188,2,112,1,1,1,1,0,1,1,37,0,0,1,0,3,0,13801.00195,8900.999023
9.814710617,16,8.895766258,1,94,1,1,1,0,0,1,0,0,0,0,0,0,0,1,18300.99414,7300.997559
9.798182487,12,9.137877464,1,86,1,1,1,1,0,1,0,0,0,0,0,0,0,1,18000.99805,9301.00293
9.615872383,12,8.594339371,2,89,1,1,1,1,0,1,1,3,1,0,0,0,1,0,15001.00391,5401
9.105091095,12,8.794976234,0,92,1,1,1,0,0,1,1,48,0,1,0,0,2,0,9001.000977,6600.998535
9.392745018,12,8.895766258,2,73,1,1,1,0,0,1,1,7,1,0,0,0,1,0,12000.99707,7300.997559
9.268703461,12,8.999742508,3,87,1,1,1,0,0,1,1,33,0,1,0,0,2,0,10600.99805,8100.997559
9.615872383,17,9.082620621,4,117,1,1,1,0,0,1,1,10,0,0,1,0,3,0,15001.00391,8801
9.998843193,17,9.350189209,3,109,1,1,0,0,0,1,1,4,1,0,0,0,1,0,22001,11500.99902
10.27508545,14,9.0939188,0,91,1,1,1,0,0,1,0,0,0,0,0,0,0,1,29000.99609,8900.999023
9.546883583,12,8.716207504,1,89,1,1,1,1,0,1,1,48,1,0,0,0,1,0,14000.99414,6100.99707
9.66147995,12,8.764209747,0,106,1,1,0,0,0,1,1,38,1,0,0,0,1,0,15701.00391,6401.001465
9.449436188,12,8.039480209,3,87,1,1,1,0,0,1,1,41,0,1,0,0,2,0,12701.00195,3101.000977
9.472781181,12,8.455530167,4,118,1,1,1,0,0,1,1,46,0,1,0,0,2,0,13000.99512,4700.998047
9.30574131,12,8.648396492,2,104,1,1,1,0,0,1,1,35,0,0,1,0,3,0,11000.99805,5700.998047
10.12667084,12,8.716207504,1,113,1,1,1,1,0,1,1,24,0,1,0,0,2,0,25000.99414,6100.99707
9.862717628,13,4.615120411,1,94,1,1,1,1,0,1,0,0,0,0,0,0,0,1,19201,100.9999924
9.30574131,12,8.962007523,1,102,1,0,1,0,0,1,0,0,0,0,0,0,0,1,11000.99805,7801.002441
9.30574131,13,8.824825287,0,83,1,1,1,0,0,1,0,0,0,0,0,0,0,1,11000.99805,6801.002441
9.059634209,12,8.630700111,3,78,1,1,1,1,0,1,0,0,0,0,0,0,0,1,8601.003906,5600.998047
9.012011528,12,8.243019104,1,85,1,1,1,0,1,0,1,6,0,1,0,0,2,0,8201.000977,3800.998535
9.68040657,15,8.49719429,2,118,1,1,1,1,0,1,1,48,1,0,0,0,1,0,16001.00098,4900.998535
9.105091095,12,7.438971519,3,82,1,0,1,0,0,1,1,192,0,0,1,0,3,0,9001.000977,1700.999878
8.699681282,12,5.303304672,0,88,1,1,1,0,0,1,1,24,1,0,0,0,1,0,6000.999512,200.9999542
9.472781181,14,7.783640385,0,125,1,1,0,0,1,0,0,0,0,0,0,0,0,1,13000.99512,2400.999512
9.90353775,12,8.49719429,1,81,1,1,1,0,0,1,1,6,0,0,1,0,3,0,20001.00391,4900.998535
9.392745018,12,8.764209747,0,88,1,1,0,0,0,1,1,24,0,1,0,0,2,0,12000.99707,6401.001465
10.02131462,13,8.699681282,1,111,1,1,0,0,0,1,1,6,0,1,0,0,2,0,22500.99023,6000.999512
9.741027832,14,9.105091095,1,102,1,1,1,1,0,1,1,36,1,0,0,0,1,0,17001.00586,9001.000977
9.615872383,12,8.318985939,0,88,1,1,1,0,0,1,0,0,0,0,0,0,0,1,15001.00391,4100.999023
9.105091095,12,8.630700111,0,73,1,1,1,0,0,1,0,0,0,0,0,0,0,1,9001.000977,5600.998047
9.546883583,17,7.901377201,1,88,1,1,0,0,1,0,1,21,1,0,0,0,1,0,14000.99414,2700.999512
8.987321854,12,8.071218491,1,91,1,1,0,0,0,1,0,0,0,0,0,0,0,1,8001.000488,3200.999756
9.90353775,17,7.783640385,1,109,1,1,1,0,0,1,0,0,0,0,0,0,0,1,20001.00391,2400.999512
9.588845253,13,8.160803795,0,82,1,1,0,0,0,1,1,34,0,1,0,0,2,0,14600.99902,3500.999512
9.472781181,12,7.901377201,1,104,1,1,1,0,0,1,0,0,0,0,0,0,0,1,13000.99512,2700.999512
9.210440636,17,8.556606293,0,102,1,1,0,0,0,1,0,0,0,0,0,0,0,1,10001.00293,5201.000488
9.68040657,12,8.764209747,3,78,1,1,1,1,0,1,1,48,0,0,1,0,3,0,16001.00098,6401.001465
9.615872383,12,8.517393112,2,83,1,1,1,0,0,1,0,0,0,0,0,0,0,1,15001.00391,5000.999512
9.105091095,12,8.49719429,0,78,1,1,1,0,0,1,0,0,0,0,0,0,0,1,9001.000977,4900.998535
9.615872383,17,8.748463631,1,109,1,1,1,0,0,1,0,0,0,0,0,0,0,1,15001.00391,6301
9.66782856,16,7.901377201,3,113,0,1,1,0,0,1,0,0,0,0,0,0,0,1,15801.00098,2700.999512
9.30574131,16,8.630700111,3,87,1,1,1,0,0,1,1,24,0,1,0,0,2,0,11000.99805,5600.998047
9.30574131,16,8.881975174,2,93,1,1,1,0,0,1,0,0,0,0,0,0,0,1,11000.99805,7201
9.358846664,12,8.732465744,2,104,1,1,1,0,0,1,1,52,0,0,1,0,3,0,11601.00098,6200.999512
9.615872383,15,8.949105263,2,96,1,1,1,0,0,1,1,6,1,0,0,0,1,0,15001.00391,7700.998535
9.575053215,13,8.922791481,1,92,1,1,1,0,0,1,1,23,0,1,0,0,2,0,14401.00391,7500.999023
8.779711723,12,8.839421272,2,82,1,1,1,1,0,1,1,48,1,0,0,0,1,0,6501.00293,6900.997559
9.392745018,13,9.367429733,0,89,1,1,1,1,0,1,1,43,1,0,0,0,1,0,12000.99707,11701.00195
9.998843193,15,7.650168896,3,129,1,1,0,1,0,1,1,47,0,0,1,0,3,0,22001,2101.000488
9.510519028,16,8.517393112,5,139,1,1,1,0,0,1,0,0,0,0,0,0,0,1,13501,5000.999512
9.792612076,12,8.748463631,0,109,1,1,1,1,0,1,1,48,1,0,0,0,1,0,17901.00391,6301
9.952324867,12,8.006700516,1,89,1,1,1,1,0,1,1,50,0,0,1,0,3,0,21000.99023,3000.999023
8.517393112,13,7.550135136,0,103,1,1,1,0,0,1,0,0,0,0,0,0,0,1,5000.999512,1900.999634
9.852247238,12,8.49719429,0,85,1,1,1,0,0,1,1,23,1,0,0,0,1,0,19001.00586,4900.998535
9.798182487,12,7.783640385,1,96,1,1,1,0,1,0,0,0,0,0,0,0,0,1,18000.99805,2400.999512
9.581973076,16,7.783640385,6,92,1,1,1,0,0,1,0,0,0,0,0,0,0,1,14501.00293,2400.999512
9.30574131,12,8.366602898,1,94,1,1,1,1,0,1,1,9,0,0,1,0,3,0,11000.99805,4301.000488
9.825579643,16,8.556606293,5,127,1,1,1,0,0,1,0,0,0,0,0,0,0,1,18500.99219,5201.000488
9.798182487,13,8.665785789,0,89,1,1,1,0,0,1,1,6,1,0,0,0,1,0,18000.99805,5801.000977
9.433564186,15,7.601402283,4,99,1,1,1,0,0,1,0,0,0,0,0,0,0,1,12501.00293,2000.999878
7.863651276,12,8.366602898,1,81,1,1,0,0,0,1,1,24,0,1,0,0,2,0,2601,4301.000488
8.853808403,12,6.803505421,0,78,1,1,1,0,1,0,0,0,0,0,0,0,0,1,7001.000977,901.0001221
10.30898571,13,8.716207504,4,121,1,1,1,0,0,1,1,10,0,0,1,0,3,0,30000.99219,6100.99707
9.433564186,12,7.824445724,2,88,1,1,1,0,0,1,1,10,0,1,0,0,2,0,12501.00293,2500.999512
9.798182487,15,8.867990494,0,121,1,1,1,0,0,1,1,36,0,0,1,0,3,0,18000.99805,7100.99707
9.741027832,12,9.230240822,0,117,1,1,1,0,0,1,0,0,0,0,0,0,0,1,17001.00586,10200.99805
9.210440636,12,8.101981163,1,76,1,1,1,1,0,1,1,36,0,0,1,0,3,0,10001.00293,3301.001465
9.770012856,12,8.594339371,2,109,1,1,1,1,0,1,1,52,0,0,1,0,3,0,17500.99219,5401
9.66147995,13,7.696667194,0,102,1,1,1,1,0,1,0,0,0,0,0,0,0,1,15701.00391,2201.000244
9.5956707,13,8.665785789,3,106,1,1,1,0,0,1,1,2,1,0,0,0,1,0,14700.99902,5801.000977
9.392745018,12,8.101981163,1,98,1,1,1,0,0,1,1,24,0,1,0,0,2,0,12000.99707,3301.001465
9.472781181,17,9.33264637,2,96,1,1,1,0,0,1,1,23,0,0,0,1,4,0,13000.99512,11300.99902
9.68040657,16,8.318985939,0,113,1,0,0,1,0,1,1,38,0,0,1,0,3,0,16001.00098,4100.999023
9.952324867,19,9.735128403,4,127,1,1,1,0,0,1,0,0,0,0,0,0,0,1,21000.99023,16901.00586
9.635673523,12,8.434028625,0,88,1,1,1,1,0,1,1,13,0,0,1,0,3,0,15301.00098,4600.998535
9.392745018,14,8.537192345,0,109,1,1,0,0,0,1,1,42,0,1,0,0,2,0,12000.99707,5101.002441
9.615872383,17,8.039480209,0,104,1,1,1,0,0,1,0,0,0,0,0,0,0,1,15001.00391,3101.000977
9.510519028,12,8.318985939,2,98,1,1,1,0,0,1,1,36,0,0,1,0,3,0,13501,4100.999023
10.59665966,14,8.039480209,3,104,1,1,0,0,1,0,1,24,0,1,0,0,2,0,40000.99609,3101.000977
10.30898571,19,8.006700516,1,127,1,1,0,0,0,1,0,0,0,0,0,0,0,1,30000.99219,3000.999023
9.581973076,15,8.909370422,1,99,1,1,1,1,0,1,1,37,0,1,0,0,2,0,14501.00293,7401
9.615872383,12,8.867990494,0,109,1,1,1,1,0,1,1,23,0,1,0,0,2,0,15001.00391,7100.99707
9.278092384,18,9.0939188,1,121,1,1,1,0,0,0,0,0,0,0,0,0,0,1,10700.99902,8900.999023
9.392745018,12,8.682877541,1,139,1,1,1,0,0,1,1,24,1,0,0,0,1,0,12000.99707,5901.002441
9.825579643,16,8.881975174,1,102,1,1,0,0,0,1,1,34,0,0,1,0,3,0,18500.99219,7201
10.23999596,17,8.824825287,0,129,1,1,0,0,0,1,1,23,0,0,0,1,4,0,28001.01367,6801.002441
9.581973076,12,8.389587402,1,109,1,1,1,0,0,1,0,0,0,0,0,0,0,1,14501.00293,4401.001465
9.735128403,16,8.434028625,0,92,1,1,1,0,0,1,1,50,0,1,0,0,2,0,16901.00586,4600.998535
9.809231758,16,7.696667194,1,88,1,1,1,0,0,1,1,9,0,0,1,0,3,0,18200.99805,2201.000244
9.581973076,17,8.630700111,1,113,1,1,1,0,1,0,0,0,0,0,0,0,0,1,14501.00293,5600.998047
9.449436188,13,8.476579666,0,104,0,1,1,0,0,1,1,23,0,1,0,0,2,0,12701.00195,4801.000977
8.987321854,12,8.34307766,0,77,1,1,1,1,0,1,0,0,0,0,0,0,0,1,8001.000488,4200.999023
9.711175919,14,8.188966751,2,109,1,1,1,0,0,1,1,23,0,1,0,0,2,0,16500.99414,3600.999512
8.922791481,12,8.34307766,2,88,1,1,1,0,0,1,0,0,0,0,0,0,0,1,7500.999023,4200.999023
9.392745018,12,4.615120411,0,104,1,1,1,1,1,0,0,0,0,0,0,0,0,1,12000.99707,100.9999924
8.699681282,12,7.601402283,0,118,1,1,1,0,1,0,0,0,0,0,0,0,0,1,6000.999512,2000.999878
9.210440636,12,8.594339371,0,107,1,1,1,0,0,1,0,0,0,0,0,0,0,1,10001.00293,5401
9.741027832,15,8.537192345,0,104,1,1,1,1,0,1,0,0,0,0,0,0,0,1,17001.00586,5101.002441
9.648659706,13,8.268988609,4,101,1,1,1,0,0,1,1,2,1,0,0,0,1,0,15500.99805,3901.001465
9.825579643,14,7.863651276,2,117,1,1,1,0,0,1,1,61,0,1,0,0,2,0,18500.99219,2601
9.787010193,12,8.318985939,2,109,1,1,1,0,0,1,1,24,0,1,0,0,2,0,17801.00586,4100.999023
9.615872383,16,7.824445724,0,101,1,1,1,0,0,1,0,0,0,0,0,0,0,1,15001.00391,2500.999512
9.546883583,12,8.039480209,0,93,1,1,1,0,0,1,1,36,0,0,1,0,3,0,14000.99414,3101.000977
9.711175919,12,9.401042938,0,97,0,1,1,0,0,1,1,48,0,1,0,0,2,0,16500.99414,12100.99512
9.105091095,13,7.937731743,0,104,1,1,1,0,0,1,1,24,0,1,0,0,2,0,9001.000977,2801
9.841665268,12,8.794976234,1,118,1,1,1,0,0,1,1,24,1,0,0,0,1,0,18800.99805,6600.998535
